A1_actionId,A1_spinId,C_actionId,C_spinId,EV,count,usage_rate
0,1,1,0,0.01168060799061919,1,0.1
0,1,3,1,0.7057114026691237,2,0.2
0,1,10,2,0.5502529488852945,2,0.2
0,1,12,2,0.532238713686517,2,0.2
0,1,13,3,0.4555114368781641,3,0.3
0,2,1,1,0.5213098563501072,292,0.30165289256198347
0,2,2,0,0.007367626996538096,4,0.004132231404958678
0,2,2,1,0.49768199999196333,128,0.1322314049586777
0,2,2,3,0.43316176773486953,2,0.002066115702479339
0,2,3,2,0.5368971051770336,1,0.0010330578512396695
0,2,3,3,0.46363464993419445,4,0.004132231404958678
0,2,4,1,0.5685238819894386,32,0.03305785123966942
0,2,5,1,0.550211689405151,29,0.029958677685950414
0,2,6,1,0.5637856358965394,25,0.025826446280991736
0,2,6,3,0.48501477005050986,22,0.022727272727272728
0,2,7,0,0.007984749573594654,7,0.007231404958677686
0,2,7,1,0.5220351303829216,41,0.042355371900826444
0,2,7,3,0.44383266585298253,11,0.011363636363636364
0,2,10,2,0.446445782716474,175,0.18078512396694216
0,2,10,3,0.3471566460750261,19,0.01962809917355372
0,2,11,2,0.4984764962358027,72,0.0743801652892562
0,2,11,3,0.36879967350900655,34,0.03512396694214876
0,2,12,2,0.4851613775614632,12,0.012396694214876033
0,2,13,0,0.0076848769140163585,4,0.004132231404958678
0,2,13,1,0.38550909743321526,19,0.01962809917355372
0,2,13,2,0.3889650603078534,1,0.0010330578512396695
0,2,13,3,0.34713189716378795,34,0.03512396694214876
0,3,1,1,0.5371459930565136,120,0.38961038961038963
0,3,2,0,0.007092216601137484,5,0.016233766233766232
0,3,2,1,0.5058865772544385,27,0.08766233766233766
0,3,3,3,0.5299872240350064,9,0.02922077922077922
0,3,4,1,0.543549975668083,10,0.032467532467532464
0,3,5,1,0.5156960250167876,25,0.08116883116883117
0,3,5,3,0.4699688421789696,2,0.006493506493506494
0,3,6,1,0.5347434677428883,17,0.05519480519480519
0,3,7,1,0.49690682352495313,27,0.08766233766233766
0,3,7,3,0.45417289733716504,1,0.003246753246753247
0,3,10,1,0.4092041419978136,2,0.006493506493506494
0,3,10,2,0.4191231461550538,15,0.048701298701298704
0,3,10,3,0.3379199076357581,5,0.016233766233766232
0,3,11,2,0.46029383078524877,10,0.032467532467532464
0,3,11,3,0.34779090353699205,13,0.04220779220779221
0,3,13,1,0.35883631657034787,12,0.03896103896103896
0,3,13,3,0.31851219537842174,8,0.025974025974025976
0,4,1,0,0.008158550483772835,4,0.005221932114882507
0,4,1,1,0.5354739690316678,215,0.28067885117493474
0,4,2,0,0.007919445882874986,7,0.009138381201044387
0,4,2,1,0.510144161941746,148,0.19321148825065274
0,4,3,1,0.5713491046956661,8,0.010443864229765013
0,4,3,3,0.5649955570570375,16,0.020887728459530026
0,4,5,0,0.008670183627037463,2,0.0026109660574412533
0,4,5,1,0.5121139071672329,36,0.04699738903394256
0,4,5,3,0.46955505531385167,2,0.0026109660574412533
0,4,6,0,0.008118299871593807,3,0.0039164490861618795
0,4,6,1,0.4958328587170662,95,0.12402088772845953
0,4,7,1,0.45306201116962375,21,0.02741514360313316
0,4,7,3,0.4120237303693112,2,0.0026109660574412533
0,4,10,2,0.4339441992180205,39,0.050913838120104436
0,4,10,3,0.3371794954145475,7,0.009138381201044387
0,4,10,5,0.511760928883238,3,0.0039164490861618795
0,4,11,3,0.31175982013653847,7,0.009138381201044387
0,4,12,2,0.413146985870742,37,0.048302872062663184
0,4,12,3,0.31807939508966254,1,0.0013054830287206266
0,4,12,5,0.5264824308187248,3,0.0039164490861618795
0,4,13,0,0.006182478215901775,6,0.007832898172323759
0,4,13,1,0.32546444106704253,41,0.05352480417754569
0,4,13,3,0.2691451230121232,62,0.08093994778067885
0,4,13,5,0.5932868835493217,1,0.0013054830287206266
0,5,1,0,0.00850943336124912,5,0.002852253280091272
0,5,1,1,0.5457241951536006,458,0.2612664004563605
0,5,2,0,0.008410169846791112,2,0.0011409013120365088
0,5,2,1,0.5257035898436592,312,0.1779806046776954
0,5,3,3,0.6379056489316267,14,0.007986309184255563
0,5,4,1,0.5767564056041843,44,0.025099828864803195
0,5,5,1,0.5466734388446058,60,0.034227039361095266
0,5,5,3,0.5858348550406546,2,0.0011409013120365088
0,5,6,0,0.009000274410489437,2,0.0011409013120365088
0,5,6,1,0.5227800595584345,109,0.06217912150598973
0,5,6,3,0.579128439033826,54,0.03080433542498574
0,5,7,1,0.4743789481158664,28,0.015972618368511125
0,5,7,3,0.534138537283034,7,0.003993154592127781
0,5,8,2,0.47879121055982776,4,0.0022818026240730175
0,5,10,2,0.48167853624251294,274,0.15630347974900172
0,5,10,3,0.40683150357534575,26,0.014831717056474614
0,5,10,5,0.6564581801717067,12,0.0068454078722190535
0,5,11,1,0.4627689805078898,3,0.0017113519680547634
0,5,11,2,0.5027515109847319,105,0.05989731888191671
0,5,11,3,0.3873538078430442,24,0.013690815744438107
0,5,12,2,0.4907968292523928,64,0.03650884198516828
0,5,12,4,0.6568140688743019,2,0.0011409013120365088
0,5,12,5,0.6972757439280888,8,0.004563605248146035
0,5,13,0,0.006788617333206938,2,0.0011409013120365088
0,5,13,1,0.358359259228955,56,0.03194523673702225
0,5,13,3,0.34323868525280127,76,0.04335424985738734
15,1,1,1,0.5541779822292583,39,0.319672131147541
15,1,2,1,0.5405818637662867,21,0.1721311475409836
15,1,5,1,0.5539793856308518,23,0.1885245901639344
15,1,6,1,0.5590665673095071,14,0.11475409836065574
15,1,6,3,0.5824021338127163,2,0.01639344262295082
15,1,9,2,0.47311499097302123,1,0.00819672131147541
15,1,10,2,0.3900923760911594,4,0.03278688524590164
15,1,13,1,0.3485802473806375,8,0.06557377049180328
15,1,13,2,0.35361397042078846,1,0.00819672131147541
15,1,13,3,0.3465491957258888,9,0.07377049180327869
15,2,1,0,0.007943904969224218,5,0.0021767522855899
15,2,1,1,0.532551187139639,741,0.32259468872442315
15,2,2,0,0.007338024912143593,2,0.0008707009142359599
15,2,2,1,0.4956458694287873,141,0.061384414453635176
15,2,3,1,0.5191881236914959,1,0.00043535045711797995
15,2,3,2,0.49963802594713197,4,0.0017414018284719198
15,2,3,3,0.4297495260729023,40,0.0174140182847192
15,2,4,1,0.5384207116464753,49,0.02133217239878102
15,2,4,4,0.5824869886191851,16,0.006965607313887679
15,2,5,0,0.007860527712988395,1,0.00043535045711797995
15,2,5,1,0.5114452219514403,70,0.030474531998258596
15,2,5,2,0.5045458969224049,5,0.0021767522855899
15,2,5,3,0.452137445376958,21,0.00914235959947758
15,2,6,1,0.5797377082641266,65,0.028297779712668697
15,2,6,3,0.5351061570394928,38,0.01654331737048324
15,2,7,1,0.5406873092499883,53,0.023073574227252938
15,2,7,2,0.5401909322347275,1,0.00043535045711797995
15,2,7,3,0.4956730616704171,11,0.00478885502829778
15,2,8,3,0.3820877475000844,9,0.00391815411406182
15,2,8,4,0.5701440703014901,3,0.00130605137135394
15,2,9,2,0.49620911528011274,16,0.006965607313887679
15,2,9,3,0.4174875166852105,1,0.00043535045711797995
15,2,10,1,0.3993968403237914,10,0.0043535045711798
15,2,10,2,0.43597884072223797,475,0.2067914671310405
15,2,10,3,0.3473570059500556,21,0.00914235959947758
15,2,10,4,0.5302406267683614,4,0.0017414018284719198
15,2,11,2,0.48293599213124977,217,0.09447104919460166
15,2,11,3,0.3613089032620967,23,0.01001306051371354
15,2,12,2,0.4440311593383342,81,0.035263387026556375
15,2,12,3,0.38343542960102517,15,0.006530256856769699
15,2,12,5,0.5830271500823548,6,0.00261210274270788
15,2,13,0,0.006509682443381111,3,0.00130605137135394
15,2,13,1,0.3449354879747635,23,0.01001306051371354
15,2,13,2,0.3568450173733737,3,0.00130605137135394
15,2,13,3,0.3213835815165811,122,0.053112755768393555
15,2,14,4,0.6245331991577642,1,0.00043535045711797995
15,3,1,1,0.5847493651551551,405,0.41581108829568786
15,3,2,0,0.008192127945519653,1,0.001026694045174538
15,3,2,1,0.540153243357252,49,0.050308008213552365
15,3,3,2,0.5719840292533752,6,0.006160164271047228
15,3,3,3,0.5501994523413213,27,0.027720739219712527
15,3,4,1,0.5780594214867454,16,0.01642710472279261
15,3,4,4,0.644442416454431,10,0.01026694045174538
15,3,5,1,0.5454913032844746,33,0.033880903490759756
15,3,5,3,0.5138740492585283,12,0.012320328542094456
15,3,6,1,0.5908554908814225,77,0.07905544147843943
15,3,6,3,0.5799783526967291,26,0.026694045174537988
15,3,7,1,0.5507788640779391,58,0.059548254620123205
15,3,10,2,0.43847984611156426,82,0.08418891170431211
15,3,10,3,0.36343902315732934,25,0.02566735112936345
15,3,11,2,0.4871950678992933,27,0.027720739219712527
15,3,11,3,0.378300182532246,15,0.015400410677618069
15,3,12,2,0.4477839487054236,11,0.011293634496919919
15,3,12,3,0.38128114562693943,5,0.00513347022587269
15,3,13,1,0.36869602195774454,19,0.019507186858316223
15,3,13,3,0.335372296322307,70,0.07186858316221766
15,4,1,1,0.544421841365683,619,0.35090702947845803
15,4,1,4,0.6677025003865258,2,0.0011337868480725624
15,4,2,1,0.508067312968205,170,0.0963718820861678
15,4,2,4,0.635974630429267,1,0.0005668934240362812
15,4,3,1,0.5583360528935082,6,0.003401360544217687
15,4,3,2,0.5503765268442613,11,0.006235827664399093
15,4,3,3,0.555964428984929,32,0.018140589569160998
15,4,4,1,0.5464016860533196,22,0.012471655328798186
15,4,5,1,0.49109864329478575,133,0.07539682539682539
15,4,5,2,0.4827399056718531,6,0.003401360544217687
15,4,5,3,0.46401365131568223,29,0.016439909297052153
15,4,6,1,0.5064056945396759,279,0.15816326530612246
15,4,6,2,0.5190435140242232,16,0.009070294784580499
15,4,6,3,0.5046407767189887,48,0.027210884353741496
15,4,7,1,0.4614861151627684,19,0.010770975056689343
15,4,8,1,0.3536811631575964,8,0.0045351473922902496
15,4,8,3,0.3325270574710076,2,0.0011337868480725624
15,4,8,4,0.4690377159470339,2,0.0011337868480725624
15,4,9,2,0.4827124967016133,14,0.007936507936507936
15,4,10,2,0.41106665858453667,75,0.04251700680272109
15,4,10,3,0.32727904646982814,11,0.006235827664399093
15,4,10,5,0.43029861755995225,2,0.0011337868480725624
15,4,11,2,0.43506142291598987,15,0.008503401360544218
15,4,11,3,0.31005738948839234,12,0.006802721088435374
15,4,12,2,0.40319670652364076,50,0.02834467120181406
15,4,13,0,0.0065849863022693945,5,0.002834467120181406
15,4,13,1,0.336874152300047,56,0.031746031746031744
15,4,13,2,0.3458861315078505,3,0.0017006802721088435
15,4,13,3,0.28045747559953843,116,0.06575963718820861
15,5,1,0,0.007647849094736088,12,0.003089598352214212
15,5,1,1,0.5019802982535347,1374,0.3537590113285273
15,5,1,3,0.5818174018268524,3,0.000772399588053553
15,5,2,0,0.007248643044994315,4,0.0010298661174047373
15,5,2,1,0.47252780743365835,280,0.07209062821833162
15,5,3,1,0.5184178616597772,2,0.0005149330587023687
15,5,3,2,0.524186879648841,17,0.004376930998970134
15,5,3,3,0.5788751296849016,22,0.005664263645726055
15,5,4,1,0.5124199034376111,64,0.016477857878475798
15,5,4,4,0.6678713909420705,22,0.005664263645726055
15,5,5,1,0.4769955326760392,175,0.04505664263645726
15,5,5,2,0.4819560245754436,1,0.00025746652935118434
15,5,5,3,0.5194998193342943,23,0.00592173017507724
15,5,5,4,0.6151881297991123,1,0.00025746652935118434
15,5,6,0,0.008232367460149133,4,0.0010298661174047373
15,5,6,1,0.48605314436873676,293,0.07543769309989701
15,5,6,2,0.5092678454512158,11,0.0028321318228630276
15,5,6,3,0.5516104089598168,75,0.019309989701338827
15,5,7,1,0.435161731394066,63,0.016220391349124615
15,5,7,3,0.4997681904142225,6,0.001544799176107106
15,5,8,1,0.34870960174373244,11,0.0028321318228630276
15,5,8,3,0.38592205524636575,10,0.0025746652935118436
15,5,8,4,0.5820031275046018,12,0.003089598352214212
15,5,9,2,0.48195611991261267,17,0.004376930998970134
15,5,9,5,0.5949655789414969,5,0.0012873326467559218
15,5,10,2,0.4406824648851044,607,0.1562821833161689
15,5,10,3,0.3699523701569596,30,0.007723995880535531
15,5,10,4,0.5735102812393967,6,0.001544799176107106
15,5,10,5,0.5493208719848793,15,0.0038619979402677654
15,5,11,0,0.006961727421424173,3,0.000772399588053553
15,5,11,2,0.4702635862329007,251,0.06462409886714728
15,5,11,3,0.3568183348533352,21,0.005406797116374871
15,5,12,2,0.45846749823642025,138,0.03553038105046344
15,5,12,3,0.38245843479504754,14,0.003604531410916581
15,5,12,5,0.6042287402905727,13,0.0033470648815653965
15,5,13,0,0.006199665669176674,8,0.0020597322348094747
15,5,13,1,0.3255624273545115,86,0.022142121524201853
15,5,13,3,0.3150937704317232,181,0.04660144181256436
15,5,14,1,0.32833004571520036,4,0.0010298661174047373
16,1,1,1,0.5711853383979881,11,0.1746031746031746
16,1,2,1,0.5435634622933705,6,0.09523809523809523
16,1,5,1,0.5744474741481842,14,0.2222222222222222
16,1,6,1,0.5497261161457067,19,0.30158730158730157
16,1,13,1,0.39579807777511594,8,0.12698412698412698
16,1,13,3,0.42604529509409483,5,0.07936507936507936
16,2,1,0,0.007773422024366339,2,0.007547169811320755
16,2,1,1,0.5174823957300592,122,0.46037735849056605
16,2,2,1,0.4963634192582392,31,0.1169811320754717
16,2,4,1,0.5316190123056845,4,0.01509433962264151
16,2,5,0,0.008443920117023442,1,0.0037735849056603774
16,2,6,1,0.5809960270605978,6,0.022641509433962263
16,2,6,3,0.5664331834605403,7,0.026415094339622643
16,2,7,1,0.5702462256966856,9,0.033962264150943396
16,2,10,2,0.4563469278316135,43,0.16226415094339622
16,2,11,2,0.47718084854725257,24,0.09056603773584905
16,2,13,1,0.3656318280240872,4,0.01509433962264151
16,2,13,3,0.3945771677961232,12,0.045283018867924525
16,3,1,1,0.5443960409756529,98,0.5444444444444444
16,3,2,1,0.5242742861630177,11,0.06111111111111111
16,3,5,1,0.5501735325699019,19,0.10555555555555556
16,3,6,1,0.5927313601504482,22,0.12222222222222222
16,3,6,3,0.6051785855307685,5,0.027777777777777776
16,3,10,2,0.478488011635678,12,0.06666666666666667
16,3,11,2,0.5018702170177959,6,0.03333333333333333
16,3,11,3,0.4337736175386887,2,0.011111111111111112
16,3,12,2,0.485995084670835,3,0.016666666666666666
16,3,13,0,0.007978820101378717,2,0.011111111111111112
16,4,1,0,0.00860591015099221,1,0.0021413276231263384
16,4,1,1,0.5304359872894177,129,0.2762312633832976
16,4,2,1,0.5115559564753401,45,0.09635974304068523
16,4,2,3,0.5552767706081146,1,0.0021413276231263384
16,4,3,1,0.5582639978286965,27,0.057815845824411134
16,4,3,3,0.5869265063149989,11,0.023554603854389723
16,4,4,1,0.5461863835145607,3,0.006423982869379015
16,4,5,1,0.5065815986061392,41,0.08779443254817987
16,4,5,3,0.5136900948283329,10,0.021413276231263382
16,4,6,1,0.5103381273564587,82,0.17558886509635974
16,4,6,2,0.538892051628178,4,0.008565310492505354
16,4,6,3,0.5247431252937858,22,0.047109207708779445
16,4,7,1,0.4907841261205481,5,0.010706638115631691
16,4,8,1,0.3628402040972365,1,0.0021413276231263384
16,4,10,2,0.44126372466378416,24,0.05139186295503212
16,4,10,3,0.3640595219061451,3,0.006423982869379015
16,4,11,2,0.4503944320202929,8,0.017130620985010708
16,4,13,1,0.33628284151048604,27,0.057815845824411134
16,4,13,3,0.33842740988037606,23,0.04925053533190578
16,5,1,0,0.007284129730642733,6,0.008075370121130552
16,5,1,1,0.4677502353326526,336,0.4522207267833109
16,5,2,0,0.007124267823376303,3,0.004037685060565276
16,5,2,1,0.45414559354078926,40,0.05383580080753701
16,5,3,1,0.49635772097289416,5,0.006729475100942127
16,5,4,1,0.48947522119763476,7,0.009421265141318977
16,5,4,4,0.667810576361929,3,0.004037685060565276
16,5,5,1,0.4744160417329841,44,0.059219380888290714
16,5,6,1,0.4856368567502596,39,0.052489905787348586
16,5,6,3,0.5626471986323982,22,0.029609690444145357
16,5,7,1,0.44543830031459986,38,0.05114401076716016
16,5,7,4,0.6569510077850366,1,0.0013458950201884253
16,5,10,2,0.4367101051513707,91,0.1224764468371467
16,5,10,3,0.40313907142741406,7,0.009421265141318977
16,5,11,2,0.4563767158276318,31,0.04172274562584118
16,5,12,2,0.4602789638927402,8,0.010767160161507403
16,5,12,5,0.657924107556106,1,0.0013458950201884253
16,5,13,0,0.006760760108518027,2,0.0026917900403768506
16,5,13,1,0.341134984467081,31,0.04172274562584118
16,5,13,2,0.3894809423141308,1,0.0013458950201884253
16,5,13,3,0.3874360052916342,27,0.03633916554508748
17,1,11,2,0.5245893454363988,1,1.0
17,2,1,1,0.5619391692311385,26,0.5
17,2,2,1,0.5573626789062301,3,0.057692307692307696
17,2,3,1,0.5688318295004948,2,0.038461538461538464
17,2,7,1,0.6562393602798676,4,0.07692307692307693
17,2,10,2,0.48951095173262593,13,0.25
17,2,11,1,0.47162588752262213,1,0.019230769230769232
17,2,11,2,0.5027321382202621,3,0.057692307692307696
17,3,1,1,0.5951585258290365,17,0.5483870967741935
17,3,5,1,0.6111115007512854,4,0.12903225806451613
17,3,6,1,0.6535339601779411,1,0.03225806451612903
17,3,6,3,0.6170524541188179,4,0.12903225806451613
17,3,10,2,0.516028350915089,3,0.0967741935483871
17,3,12,2,0.5369914415721572,2,0.06451612903225806
17,4,1,1,0.5573806745832831,68,0.4563758389261745
17,4,2,1,0.541043818088211,11,0.0738255033557047
17,4,3,3,0.5982887237691179,5,0.03355704697986577
17,4,4,1,0.5792448308731691,1,0.006711409395973154
17,4,5,1,0.5448001737322893,15,0.10067114093959731
17,4,6,1,0.561988103208338,24,0.1610738255033557
17,4,6,3,0.5459370229990901,9,0.06040268456375839
17,4,7,1,0.5385793231742158,2,0.013422818791946308
17,4,10,2,0.43923990078734926,7,0.04697986577181208
17,4,13,3,0.3875060770232008,7,0.04697986577181208
17,5,1,1,0.4454579526555727,154,0.5116279069767442
17,5,2,1,0.44160216151305776,15,0.04983388704318937
17,5,3,3,0.5922195815947526,7,0.023255813953488372
17,5,4,4,0.6835955851488673,2,0.006644518272425249
17,5,5,1,0.46851301798066375,9,0.029900332225913623
17,5,5,3,0.5837599948218823,2,0.006644518272425249
17,5,6,1,0.4907440969564672,18,0.059800664451827246
17,5,7,1,0.461844361831334,1,0.0033222591362126247
17,5,10,2,0.4008832319487778,48,0.15946843853820597
17,5,10,5,0.5516068487315179,4,0.013289036544850499
17,5,11,2,0.44871609533033124,21,0.06976744186046512
17,5,11,3,0.43099674704959223,2,0.006644518272425249
17,5,13,1,0.339747186619061,10,0.03322259136212625
17,5,13,3,0.4431639358097298,8,0.026578073089700997
18,1,6,1,0.5838067268202092,1,1.0
18,2,1,1,0.608286613414697,9,1.0
18,4,3,2,0.5976201358171586,4,0.11428571428571428
18,4,5,1,0.5410593382400808,2,0.05714285714285714
18,4,6,2,0.5485345860587921,5,0.14285714285714285
18,4,6,3,0.46782687473728257,4,0.11428571428571428
18,4,6,5,0.43778772812863953,2,0.05714285714285714
18,4,9,2,0.5530387929631534,4,0.11428571428571428
18,4,10,2,0.47525678377040664,8,0.22857142857142856
18,4,13,0,0.007983175129529735,1,0.02857142857142857
18,4,13,2,0.408132659195696,1,0.02857142857142857
18,4,13,3,0.2986497205604016,4,0.11428571428571428
18,5,1,1,0.3868894245957418,50,0.30303030303030304
18,5,2,1,0.4181193757314553,12,0.07272727272727272
18,5,3,2,0.5185825590715847,6,0.03636363636363636
18,5,3,3,0.5784052526757999,2,0.012121212121212121
18,5,5,1,0.4663522826301344,6,0.03636363636363636
18,5,5,3,0.5608556335496011,2,0.012121212121212121
18,5,6,1,0.4547229307670534,11,0.06666666666666667
18,5,6,3,0.5169443327213286,11,0.06666666666666667
18,5,10,2,0.5103014578027255,40,0.24242424242424243
18,5,10,4,0.6199440642841724,1,0.006060606060606061
18,5,10,5,0.6059177050748957,2,0.012121212121212121
18,5,11,2,0.5250596687282203,1,0.006060606060606061
18,5,12,2,0.5250702557672878,15,0.09090909090909091
18,5,12,5,0.6766252590967847,1,0.006060606060606061
18,5,13,3,0.41364089311879704,5,0.030303030303030304
